,job_name,company,country,location,min_salary,max_salary,description,posted_date,work_type,tags,score,matched,source
226,Data Scientist (m/w/d),Generali Deutschland AG,Deutschland,"Saarbrücken, Regionalverband Saarbrücken (Kreis)",0.0,0.0,"Data Scientist (m/w/d) Bei der Generali Deutschland AG neue Perspektiven entdecken als Wir suchen Sie als künftigen Data Scientist (m/w/d) im Bereich Advanced Analytics der Abteilung Analytics, Data & AI. Als Data Scientist (m/w/d) arbeiten Sie an der Schnittstelle zwischen Daten, Technologie und Business. Sie analysieren komplexe Datenbestände, entwickeln Modelle zur Vorhersage von Verhalten und Ergebnissen, und unterstützen datengetriebene Entscheidungen in verschiedenen Unternehmensbereichen…",2026-07-21T01:27:01Z,unknown,unknown,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
227,Data Scientist (d/f/m),mobile.de,Deutschland,"Berlin, Deutschland",0.0,0.0,"Description mobile.de is Germany’s largest vehicle marketplace, with more than 1.6 million listed cars, commercial vehicles, motorcycles, and e-bikes (annual average 2025). Both private customers and registered vehicle dealers use the platform and benefit from more than 140 million visits per month*. As a “one-stop shop,” mobile.de’s offering includes not only buying and selling, but also financing and leasing solutions. Founded in 1996, the company is a subsidiary of Adevinta, a global leader …",2026-08-30T17:23:32Z,unknown,unknown,5,"(('job_title', ('data scientist',)),)",adzuna
228,Sr Data Scientist- Stuttgart Germany,BAE Systems,Deutschland,"Stuttgart, Baden-Württemberg",0.0,0.0,"Job Description At BAE Systems, we're passionate about harnessing the power of technology to drive innovation and make a meaningful impact. Our team is dedicated to delivering cutting-edge solutions that support our government customer's mission-critical objectives. We're now seeking a highly skilled Data Scientist to join our dynamic team and help us drive data-driven decision making. We're looking for a talented Data Scientist to play a key role in producing data cleaning, basic analysis, and…",2026-08-09T08:53:37Z,unknown,unknown,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
229,Data Scientist (m/w/d),BEIT,Deutschland,"Espelkamp, Minden-Lübbecke (Kreis)",0.0,0.0,"Als zentraler IT-Dienstleister der MERKUR GROUP trägt die BEIT GmbH dazu bei, digitale Herausforderungen erfolgreich zu meistern und bietet der Gruppe die gesamte Bandbreite der IT-Leistungen an. Als international tätige Unternehmensgruppe mit stationären und digitalen Geschäftsmodellen entwickelt sich unsere Datenlandschaft rasant weiter: Mit SAP HANA Cloud, klassischen Data-Warehouse-Systemen sowie dem Aufbau einer modernen Datenplattform auf Databricks (Azure) schaffen wir die Grundlage für …",2026-07-28T17:38:33Z,unknown,unknown,5,"(('job_title', ('data scientist',)),)",adzuna
230,Data Scientist (m/w/d),NEUMÜLLER Unternehmensgruppe,Deutschland,"Kleinreuth h d Veste, Nürnberg",5.0,5.0,"Seit über 20 Jahren arbeitet Neumüller inhabergeführt – mit mehr als 300 Mitarbeitenden – in der Rekrutierungs- und Bewerbungsunterstützung sowie Personal- und Ingenieurdienstleistung. Wertschätzung, Ehrlichkeit und Selbstverwirklichung prägen unser Tun. Für nachhaltige Arbeitsweisen wurde Neumüller vielfach ausgezeichnet: z. B. für Frauengleichstellung, Gesundheitsmanagement und „Great Place to Work“. Im Zuge unseres weiteren Wachstums suchen wir aktuell einen: Data Scientist (m/w/d) Arbeitsor…",2025-12-24T20:29:02Z,unknown,unknown,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
231,Data Scientist,EXL,India,India,0.0,0.0,"Advanced Analytics & Data Science Execution: Lead high-impact AI and data science projects, including intelligent process automation and AI-enabled decision support. Enhance customer interactions across all products and channels through AI-driven customer experience management (e.g., Next Best Conversation, Customer Engagement Engines). Bring in emerging AI and data science advancements, providing technical guidance and mentorship to the Data Science team. Collaborate with senior stakeholders t…",2026-09-02T21:46:18Z,unknown,it-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
232,Data Scientist,Tata Consultancy Services,India,"Bangalore, Karnataka",0.0,0.0,"TCS has been a great pioneer in feeding the fire of Young Techies like you. We are a global leader in the technology arena and there's nothing that can stop us from growing together. TCS is Hiring for Data Scientist Experience Range: 5-13 years Job Description Collecting and cleaning dat a: Data scientists often need to gather data from various sources, such as databases, websites, and surveys. They also need to ensure that the data is accurate and in a format that can be analysed .Analysing an…",2026-09-04T22:28:36Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
233,Data Scientist,Guru Forum - Invite only Top1% Companies,India,India,0.0,0.0,"Company Description Guru Forum partners with invite-only Top 1% companies to power WhitePapers Launch, a platform where leading organizations share high-impact industry research and strategic insights. These companies introduce market analyses, analyst reports, innovation studies, GCC reports, AI trends, cybersecurity outlooks, and category-defining narratives to a global business audience. The platform connects decision-makers with rigorously developed data and thought leadership that shapes f…",2026-09-01T16:21:26Z,unknown,it-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
234,Data Scientist,Atain,India,India,0.0,0.0,"Data Scientist Location: Remote – India Experience: 7 Years Employment Type: Full-Time Role Overview We are looking for an experienced Data Scientist with 7 years of hands-on experience in traditional AI, machine learning, advanced analytics, and statistical modeling . The ideal candidate should have strong expertise in developing and deploying analytical models using Python and SQL , with experience working on large-scale datasets in Databricks . The candidate will be responsible for solving c…",2026-09-01T16:22:31Z,remote,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
235,Data Scientist,HT Digital Streams,India,"Delhi, India",0.0,0.0,"Role Summary We are looking for a Senior Data Scientist with strong hands-on experience in machine learning, deep learning, predictive modeling, and customer intelligence models such as affinity, propensity, and lookalike models. The ideal candidate should be comfortable working with large-scale datasets, building production-ready models, and collaborating with business, product, engineering, and marketing teams to drive measurable impact. The role also requires exposure to Agentic AI, includin…",2026-09-01T16:21:04Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
236,Data Scientist,Systems Limited,India,India,0.0,0.0,"We are looking for an experienced Data Scientist to build, evaluate, and productionize predictive and intelligent models across ML, deep learning, NLP, and computer vision. The role focuses on developing production-ready models, maintaining statistical rigor, and translating insights into business outcomes. Responsibilities: Own model development, experimentation, evaluation, and production readiness. Develop forecasting, optimization, recommendation, decision-science, and ML models. Perform fe…",2026-09-04T22:29:42Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
237,Data Scientist,Infosys Consulting,India,"Hyderabad, Telangana",0.0,0.0,"Infosys Consulting, the management consulting business of Infosys, is looking to hire Data Scientists. Successful candidates will be part of a specialised customer-facing AI Labs team in our rapidly expanding Automation & Artificial Intelligence Consulting Practice. They will work closely with our AI Consultants and SMEs to define and deliver best-in-class solutions. You will be entrepreneurial, inspired by execution excellence, possess strong design skills creating client deliverables and bid …",2026-09-01T16:21:22Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
238,Data Scientist,Tricog Health,India,"Bangalore, Karnataka",0.0,0.0,"The Role: We are looking for a curious and passionate Data Scientist to join our high-impact team. You’ll work directly on AI models that analyse cardiac data and further save life. This role offers the unique opportunity to see your work make a tangible difference in patient outcomes while building state-of-the-art models. What You’ll Do: Design and Implement AI Models: Develop, train, and evaluate machine learning and deep learning models for cardiac datasets and associated metadata. Data Pip…",2026-09-02T02:23:17Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
239,Data Scientist,FundsIndia,India,"Bangalore, Karnataka",0.0,0.0,"Position: Data Scientist Experience: 3 – 4 Years Location: Bangalore About The Opportunity We are looking for a Data Scientist to help us see those patterns earlier: which investors need a nudge, which portfolios are drifting off-plan, and which programs are actually moving the needle. This role sits close to the business and reports directly into Program Management, so the work you do shapes decisions, not just dashboards. Key Responsibilities Investment and portfolio analytics- build models t…",2026-09-01T16:19:47Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
240,Data Scientist,Recro,India,"Bangalore, Karnataka",0.0,0.0,"Data Scientist  Bangalore |  3 Years Experience Role Overview Looking for a Data Scientist with strong expertise in Machine Learning, Python, SQL, and Optimization to build scalable, production-ready analytical solutions. Key Skills  Machine Learning – Regression, Classification, Clustering, Forecasting, Recommendation Systems  Python – Pandas, NumPy, Scikit-learn, SciPy, XGBoost, LightGBM  SQL – Complex Joins, CTEs, Window Functions, Query Optimization  Optimization – Linear Programming, MIP, …",2026-09-04T22:30:21Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
241,Data Scientist,Dun & Bradstreet India,India,"Chennai, Tamil Nadu",0.0,0.0,"Key Responsibilities: Agent Development & Architecture: Build agentic workflows using LangChain/LangGraph and similar frameworks. • Develop autonomous agents for data validation, reporting, document processing, and domain workflows Deploy scalable, resilient agent pipelines with monitoring and evaluation GenAI Application Engineering Develop GenAI applications using models like GPT, Gemini, and LLaM Implement RAG, vector search, prompt orchestration, and model evaluation Partner with data scien…",2026-09-01T16:20:38Z,unknown,it-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
242,Data Scientist,Tata Consultancy Services,India,India,0.0,0.0,"Greetings from TATA CONSULTANCY SERVICES! WALK-IN-DRIVE ""Data Scientist "" Interview Date: 5th September 2026 Years of Experience: 5 - 10 years Location: Gurugram Job Description:- Must Have: Strong proficiency in Python or R . Experience with machine learning libraries such as: Strong knowledge of statistics, probability, and hypothesis testing. Expertise in SQL and database systems. Experience with data visualization tools like Power BI , Tableau, etc Experience with cloud platforms like Azure…",2026-09-04T02:32:17Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
243,Data Scientist,BDO India,India,"Mumbai, Maharashtra",0.0,0.0,"Role Requirements Experience: 4 to 6 years of hands-on professional experience Education: BE/B.Tech/ME/M.Tech/MCA/MSc IT Primary Skills (must have): Strong Azure or AWS knowledge Strong working knowledge on Data Science, Artificial Intelligence, Machine Learning Secondary Skills (good to have): SQL, Python Professional Attributes: Strong analytical and problem-solving abilities Ownership mindset with a focus on quality and scalability Additional Details • Work Mode & Location: Full-time, Work f…",2026-09-01T16:23:02Z,unknown,it-jobs,6,"(('description', ('machine learning',)), ('job_title', ('data scientist',)))",adzuna
244,Data Scientist,Tata Consultancy Services,India,India,0.0,0.0,"TCS Hiring for Data Scientist Experience Range: - 06 To 10 Years (Mandatory) (Note: Candidates below 6 years of total IT experience shall not be considered) JOB LOCATION: Gurgaon JOB DESCRIPTION Job Requirements: Strong proficiency in Python or R . Experience with machine learning libraries Strong knowledge of statistics, probability, and hypothesis testing. Expertise in SQL and database systems. Experience with data visualization tools like Power BI , Tableau, etc Experience with cloud platfor…",2026-09-04T22:29:24Z,unknown,scientific-qa-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
245,Data Scientist,Kyndryl,India,India,0.0,0.0,"This job is with Kyndryl, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Who We Are At Kyndryl, we run and reimagine the mission-critical technology systems that drive advantage for the world's leading businesses. We are at the heart of progress; with proven expertise and a continuous flow of AI-powered insight, enabling smarter decisions, faster innovation, and a lasting competitive edg…",2026-08-12T01:59:18Z,unknown,it-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
246,Data Scientist,Kyndryl,India,"Mumbai, Maharashtra",0.0,0.0,"This job is with Kyndryl, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Who We Are At Kyndryl, we run and reimagine the mission-critical technology systems that drive advantage for the world's leading businesses. We are at the heart of progress; with proven expertise and a continuous flow of AI-powered insight, enabling smarter decisions, faster innovation, and a lasting competitive edg…",2026-08-20T10:04:35Z,unknown,it-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
247,Data Scientist,Servify,India,India,0.0,0.0,"About Servify: Servify is a global product lifecycle management platform transforming the after-sales service experience. Founded in 2015 and headquartered in India, Servify connects leading OEM brands with their sales and service ecosystems to deliver seamless customer support and service operations. Servify partners with leading brands, retailers, distributors, insurers, service providers, and carriers across Asia, North America, Europe, and the MENA region. Servify embraces and values divers…",2026-09-02T21:45:52Z,unknown,it-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
248,Data Scientist,Mirchi,India,"Noida, Ghaziabad",0.0,0.0,"Key Responsibilities : 1. Recommendation Systems Design and optimize personalized recommendation engines (collaborative filtering, content-based, hybrid models) Build real-time and batch recommendation pipelines for playlists, songs, and content discovery Improve CTR, session time, and content consumption through personalization 2. Search & Ranking Develop and enhance search relevance and ranking algorithms Work on query understanding, typo correction, intent detection, and semantic search etc …",2026-09-01T16:21:10Z,hybrid,it-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
249,Data Scientist,Taggd,India,"Chennai, Tamil Nadu",0.0,0.0,"Work with different user groups/ departments · Identify processes where Analytics driven decision making can create powerful impact · Design original analysis that helps generate relevant insights · Establishes credibility by thought partnering with business and service teams on analytics topics; takes positions and draws conclusions on a range of external and internal issues · Communicates analytical insights through sophisticated synthesis and packaging of results (including PPT slides, dashb…",2026-09-01T16:23:14Z,unknown,it-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
250,Data Science Instructor,Itvedant Education Pvt. Ltd.,India,"Hyderabad, Telangana",0.0,0.0,"Job Summary: As a Data Science Trainer , your role will be to deliver engaging training in Data Science, Analytics, Machine Learning, and Business Intelligence while mentoring learners through practical, industry-focused projects. Roles & Responsibilities: Conduct engaging classroom and online training in Data Science, Data Analytics, Machine Learning, AI, Python, SQL, and related technologies. Ability to simplify complex concepts and explain them in a clear, engaging, and easy-to-understand ma…",2026-08-22T17:34:27Z,unknown,teaching-jobs,1,"(('description', ('machine learning',)),)",adzuna
251,Staff Data Scientist,NextMantra AI,India,India,0.0,0.0,"Hiring: Staff Data Scientist – Merchandising, Assortment, Pricing & Planning  Location: Remote  Experience: 10 Years  About the Role We are looking for a Staff Data Scientist to lead high-impact Data Science & Decision Science initiatives across merchandising, assortment, pricing, promotions, forecasting, and planning. As a Staff-level individual contributor, you will act as a technical authority and strategic thought partner , building scalable and explainable models that directly influence re…",2026-09-04T22:28:25Z,remote,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
252,Data Science Specialist,Polestar Analytics,India,"Bangalore, Karnataka",0.0,0.0,"Job Title: Data Scientist – Revenue Growth Management Location: Bangalore Employment Type: Full-time Experience: 3–6 Years Industry Focus: IT Services, Artificial Intelligence & Analytics Position Summary We are looking for a skilled Data Scientist – Revenue Growth Management (RGM) with 3–6 years of experience in Data Science, Advanced Analytics, or Machine Learning. The ideal candidate will have strong hands-on expertise in developing advanced analytics and machine learning solutions across pr…",2026-09-01T16:22:13Z,unknown,it-jobs,2,"(('description', ('data scientist', 'machine learning')),)",adzuna
253,Senior Data Scientist,Chemplast Sanmar Limited,India,"Chennai, Tamil Nadu",0.0,0.0,"Dear Candidate, Greetings from Sanmar Group! We have an opportunity for Senior Data Scientist role for Corporate Office, Chennai. Looking for candidates with 10 years of total experience and minimum of 5years of experience in Data Science / Advanced Analytics / AI Details below, The Lead of Data Science will be an operational leader responsible for building and scaling enterprise-wide data science and AI capabilities. The role will act as a bridge between manufacturing operations and advanced a…",2026-09-01T16:22:20Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
254,Senior Data Scientist,Epsilon,India,"Bangalore, Karnataka",0.0,0.0,"About Business Unit: The Automotive Practice at Epsilon is a rapidly growing team, driving growth for major players in the automotive industry - from Original Equipment Manufacturers (OEMs) to dealerships across North America. Part of a 1,600-member multinational team, the practice provides the automotive world’s largest service reminder platform, alongside agency services and digital media solutions. A leader in the automotive space, the team supports over 50% of auto dealerships in North Amer…",2026-09-01T16:20:36Z,unknown,it-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
255,Senior Data Scientist,Capco,India,"Pune, Maharashtra",0.0,0.0,"This job is with Capco, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Job Title: Senior Data Scientist About Us “Capco, a Wipro company, is a global technology and management consulting firm. Awarded with Consultancy of the year in the British Bank Award and has been ranked Top 100 Best Companies for Women in India 2022 by Avtar & Seramount . With our presence across 32 cities across gl…",2026-08-12T01:59:40Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
256,Associate Data Scientist,ZIGRAM,India,India,0.0,0.0,"Job Requirements Highly focused individual with self-driven attitude Problem-solving and logical thinking to automate and improve internal processes Using various tools such as SQL and Python for managing the various requirements for different data asset projects Ability to diligently involve in activities like Data Cleaning, Retrieval, Manipulation, Analytics, and Reporting Using data science and statistical techniques to build machine learning models and deal with textual data Keep up-to-date…",2026-09-02T21:45:17Z,unknown,energy-oil-gas-jobs,6,"(('description', ('machine learning',)), ('job_title', ('data scientist',)))",adzuna
257,Senior Data Scientist,DCM Shriram Chemicals,India,"Bharuch, Gujarat",0.0,0.0,"About the Job Purpose of the Position (Job Summary) We are looking for a highly analytical and business-oriented Senior Data Scientist / Data Scientist to leverage advanced analytics, statistical modeling, and machine learning techniques to solve complex manufacturing and business challenges. The role involves identifying opportunities to create value from data, developing scalable analytical models, and collaborating with cross-functional teams to drive data-driven decision-making across the o…",2026-09-01T16:20:30Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
258,Senior Data Scientist,MathCo,India,India,0.0,0.0,"Job Role: Senior Data Scientist YOE: 4-8 yrs NP: 30 Days only Location: Bangalore Job Description: We are looking for a highly motivated Senior Data Scientist with 4–7 years of experience in the pharmaceutical or life sciences domain, specializing in commercial analytics. The ideal candidate will leverage advanced analytics, statistical modeling, and machine learning techniques to generate actionable insights that support commercial decision-making, including sales, marketing, market access, an…",2026-09-02T21:28:09Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
259,Data Science Trainer,HCLTech,India,"Chennai, Tamil Nadu",0.0,0.0,"Data Scientist – Generative AI & Machine Learning Trainer | HCLTech  Location: Chennai | Bangalore  Experience: 5 to 8 Years (2 to 5 years in Generative AI & LLMs) HCLTech is looking for a passionate and experienced Data Scientist – Generative AI & Machine Learning Trainer to design, develop, and deliver advanced AI and Machine Learning learning solutions. This role is ideal for professionals with hands-on expertise in Large Language Models (LLMs), Generative AI, NLP, Machine Learning, and Deep…",2026-09-01T16:19:54Z,unknown,it-jobs,2,"(('description', ('data scientist', 'machine learning')),)",adzuna
260,Data Scientist – Pricing,noon,India,India,0.0,0.0,"About noon We’re building an ecosystem of digital products and services that power everyday life across the Middle East—fast, scalable, and deeply customer-centric. Our mission is to deliver to every door every day. We want to redefine what technology can do in this region, and we’re looking for a Pricing Data Scientist who can help us move even faster. Noon’s fastest hyper-local delivery platform, Noon Minutes, offers a localized assortment of FMCG & grocery products with delivery within 15-mi…",2026-09-02T21:45:51Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
261,Senior Data Scientist,S&P Global,India,India,0.0,0.0,"This job is with S&P Global, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. About the Role: Grade Level (for internal use): 10 Job Description - Senior Data Scientist (Cognitive Engineering) The Team : As a member of the EDO, Collection Platforms & AI - Cognitive Engineering team you will work on designing and building GenAI-driven and ML-powered products and capabilities to power natura…",2026-07-30T13:53:24Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
262,Data Scientist - Growth,noon,India,India,0.0,0.0,"About noon We’re building an ecosystem of digital products and services that power everyday life across the Middle East-fast, scalable, and deeply customer-centric. Our mission is to deliver to every door every day. We want to redefine what technology can do in this region, and we’re looking for a Data Scientist who can help us move even faster. Noon’s fastest hyper-local delivery platform, Noon Minutes, offers a localized assortment of FMCG & grocery products with delivery within 15-minutes. C…",2026-09-02T21:45:48Z,unknown,scientific-qa-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
263,Chief Data Scientist,Bandhan Technologies,India,"Mumbai, Maharashtra",0.0,0.0,"Role Overview: A hands-on Applied AI leader to both build AI systems and drive enterprise adoption . To work closely with the Leadership Team, and functional leaders to design, deliver, and embed AI into core workflows across insurance value chain including sales, underwriting, and operations. To identify high-impact opportunities, translate business problems into AI solutions, and ensure successful deployment and adoption of AI systems. Key Focus Areas: Own end-to-end delivery of AI systems, f…",2026-09-01T16:22:51Z,unknown,it-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
264,Principal - Data Scientist.,Genpact,India,India,0.0,0.0,Ready to build the future with AI? At Genpact we don’t just keep up with technology—we set the pace. AI and digital innovation are redefining industries and we’re leading the charge. Genpact’s AI Gigafactory our industry-first accelerator is an example of how we’re scaling advanced technology solutions to help global enterprises work smarter grow faster and transform at scale. From large-scale models to agentic AI our breakthrough solutions tackle companies’ most complex challenges. If you thri…,2026-09-02T21:28:02Z,unknown,it-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
265,Data Science Manager,Dentsu Global Services,India,"Bangalore, Karnataka",0.0,0.0,"Role requirement : The role requires a Data Science and Machine Learning professional with 7 years of experience in Python, ML/AI, statistics, and advanced analytics. The candidate should have expertise in developing commonly used ML models, analyzing large datasets. Key skills include Pricing Analytics, Forecasting, Segmentation, A/B Testing, and Test & Learn frameworks, along with hands-on experience in ML techniques such as Linear Regression, Decision Trees, Random Forest, Gradient Boosting,…",2026-09-03T04:28:53Z,unknown,it-jobs,1,"(('description', ('machine learning',)),)",adzuna
266,Staff Data Scientist,Warner Bros. Discovery,India,"Bangalore, Karnataka",0.0,0.0,"This job is with Warner Bros. Discovery, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Welcome to Warner Bros. Discovery… the stuff dreams are made of. Who We Are… When we say, “the stuff dreams are made of,” we’re not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD’s vast portfolio of iconic content and beloved brands,…",2026-08-26T06:09:12Z,unknown,it-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
267,Senior Data Scientist,Orangemint Technologies Pvt Ltd,India,"Bangalore, Karnataka",0.0,0.0,"Are you looking to work in the cutting edge area of applying data-science to help global customers get a better insight into their health? If so, read on and apply. Role Name: Senior Data Scientist Science Team | Full-Time | In-Office | Bangalore (Kudlu Gate) Salary: ~30L-40LESOPs The Role The Ultrahuman Science Team builds the algorithms behind the Ring, M1 CGM, blood and urine biomarkers, and Performance Lab assessments. We are hiring a Senior Data Scientist to own those algorithms end to end…",2026-09-03T04:29:19Z,unknown,scientific-qa-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
268,Energy Data Scientist,EcoMetric,India,India,0.0,0.0,"EcoMetric is a USA based full service energy consulting firm focusing on energy efficiency, and distributed energy resources including demand response and renewables. We are seeking an Energy Data Scientist with 3-5 years of experience to join our growing team. This role is ideal for someone who thrives on solving complex problems, enjoys working with large datasets, and is passionate about energy efficiency and sustainability. You’ll work closely with senior consultants and clients to analyze …",2026-09-01T16:19:52Z,unknown,energy-oil-gas-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
269,Senior Data Scientist,Cyient,India,"Bangalore, Karnataka",0.0,0.0,"Role Summary We are hiring a hands-on Senior Data Scientist / AI Engineer to design and productionize AI capabilities for automated understanding and validation of complex 2D engineering drawings. The role combines Computer Vision, OCR/Document AI, multimodal LLMs, RAG/Graph-RAG, Knowledge Graphs and deterministic engineering rules. Key Responsibilities • Build AI pipelines to extract title blocks, notes, dimensions, tolerances, GD&T, datums, callouts, tables, references and drawing views from …",2026-09-04T22:28:29Z,unknown,engineering-jobs,7,"(('description', ('data scientist', 'ai engineer')), ('job_title', ('data scientist',)))",adzuna
270,Senior Data Scientist,ValueLabs,India,"Hyderabad, Telangana",0.0,0.0,"Programming Languages Java, Kotlin, Python, TypeScript, JavaScript, Go Front-End & Experience Engineering User interfaces, web applications, copilots, and AI-powered user experiences Back-End & Distributed Systems Engineering APIs, microservices, event-driven architectures, distributed systems, platform services AI, Agentic Systems & Knowledge Engineering LLMs, RAG, context engineering, multi-agent systems, agent frameworks, Copilot platforms Workflow Automation & Orchestration Business process…",2026-09-01T16:19:53Z,unknown,it-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
271,Senior Data Scientist,Brillio,India,India,0.0,0.0,"About Brillio: Brillio is one of the fastest growing digital technology service providers and a partner of choice for many Fortune 1000 companies seeking to turn disruption into a competitive advantage through innovative digital adoption. Brillio, renowned for its world-class professionals, referred to as ""Brillians"", distinguishes itself through their capacity to seamlessly integrate cutting-edge digital and design thinking skills with an unwavering dedication to client satisfaction. Brillio t…",2026-09-01T16:19:59Z,unknown,it-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
272,Lead Data Scientist,MSC Technology India,India,"Chennai, Tamil Nadu",0.0,0.0,"• Strong knowledge of statistics, machine learning fundamentals, similarity matching, classification, clustering, and model evaluation. • Hands-on experience in customer data modelling, identity resolution, deduplication, segmentation, and data quality analysis. • Proficient in Python for data exploration, transformation, model prototyping, and analytical validation. • Strong SQL skills for data investigation, profiling, and validation. • Familiarity with Microsoft Fabric, notebooks, and lakeho…",2026-09-01T16:20:48Z,unknown,it-jobs,6,"(('description', ('machine learning',)), ('job_title', ('data scientist',)))",adzuna
273,Director Data Science (BFSI),Tredence Inc.,India,"Bangalore, Karnataka",0.0,0.0,"Job Summary We are seeking a dynamic and results-driven Director to lead Data Science (DS) delivery projects, combining deep expertise in data science methodologies with strong project management skills. The ideal candidate will have a strong track record of driving data-driven decision-making, managing end-to-end delivery of complex projects, and leading teams of data scientists and analysts in achieving business outcomes. Key Responsibilities Data Science Leadership: Drive end-to-end executio…",2026-09-01T16:20:18Z,unknown,it-jobs,1,"(('description', ('data scientist',)),)",adzuna
274,Data Science Trainer- Pitampura,SkillCircle™,India,"New Delhi, Delhi",0.0,0.0,"Job Title: Data Science Trainer Organization: SkillCircle Location: Pitampura Employment Type: Full-time Job Summary: SkillCircle is looking for a passionate and knowledgeable Data Science Trainer to mentor and guide students through their journey into the world of data science. The ideal candidate should have a strong foundation in Python, machine learning, data analytics, and the ability to simplify complex concepts for learners at various levels. Required Skills:  Proficiency in Python, Pan…",2026-09-01T16:22:49Z,unknown,it-jobs,1,"(('description', ('machine learning',)),)",adzuna
275,"Principal Machine Learning Engineer, Agentic AI",Zillow,US,"Camas Valley, Douglas County",113362.15,113362.15,"About the team The Agentic AI team at Zillow is at the forefront of transforming the real estate industry by helping millions of people use AI assistants to find their next home. We aim to redefine the home shopping and transaction experience by providing an always-on assistant that integrates personalized user insights with Zillow’s knowledge. This lean, customer-focused team of engineers independently ships features and has the autonomy to move fast and make decisions. About the role As a Pri…",2026-08-01T22:04:27Z,unknown,engineering-jobs,5,"(('job_title', ('machine learning',)),)",adzuna
276,AI/Machine Learning Engineer,Veritone Corp,US,"Irvine, Orange County",132425.77,132425.77,"POSITION SUMMARY The AI/ML Engineer will participate in building, documenting, and refactoring production-grade AI/ML pipelines, model integration layers, and scalable features that grow with business needs. WHAT YOU'LL DO Process You identify and analyze areas in existing code, model inference workflows, and data pipelines for optimization, efficiency, and latency improvements. Team You partner with product, design, data, and infrastructure teams to integrate AI/ML capabilities and intelligent…",2026-08-31T13:51:40Z,unknown,it-jobs,6,"(('description', ('ml engineer',)), ('job_title', ('machine learning',)))",adzuna
