,job_name,company,country,location,min_salary,max_salary,description,posted_date,work_type,tags,score,matched,source
0,Data Scientist (TS/SCI cleared),Johns Hopkins Applied Physics Laboratory ,US,"North Laurel, Prince George's County",85038.04,85038.04,"Description Are you passionate about building solutions for our greatest national security challenges? Are you searching for engaging work with an employer that prioritizes impact, innovation, and personal development? Do you value working in a creative and collaborative environment? If so, we're looking for someone like you to join our team at APL. The Threat Analytic Systems (QAI) Group is seeking engineers, scientists, and developers with a curiosity and drive for learning who can translate …",2026-09-02T05:12:37Z,unknown,engineering-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
1,Senior Data Scientist (TS/SCI cleared),Johns Hopkins Applied Physics Laboratory ,US,"North Laurel, Prince George's County",93539.16,93539.16,"Description Are you passionate about building solutions for our greatest national security challenges? Are you searching for engaging work with an employer that prioritizes impact, innovation, and personal development? Do you value working in a creative and collaborative environment? If so, we're looking for someone like you to join our team at APL. The Threat Analytic Systems (QAI) Group is seeking talented team members who will help provide our nation with ground-breaking capabilities that br…",2026-09-01T11:40:26Z,unknown,it-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
2,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Antioch, Davidson County",58051.44,58051.44,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-09-02T06:10:02Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
3,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Brentwood, Williamson County",74272.08,74272.08,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-29T04:28:05Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
4,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Goodlettsville, Davidson County",50267.94,50267.94,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-09-02T06:10:03Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
5,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Hendersonville, Sumner County",58339.42,58339.42,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-29T04:28:08Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
6,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Smyrna, Rutherford County",52396.86,52396.86,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-29T16:27:49Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
7,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Franklin, Simpson County",47563.6,47563.6,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-29T10:28:04Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
8,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Whites Creek, Davidson County",47878.35,47878.35,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-29T04:28:08Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
9,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Mount Juliet, Wilson County",61873.33,61873.33,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-29T10:27:58Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
10,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Pleasant View, Cheatham County",46761.58,46761.58,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:39Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
11,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Dickson, Dickson County",47622.52,47622.52,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-29T10:27:58Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
12,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Franklin, Williamson County",49142.0,49142.0,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-30T04:32:27Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
13,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Lascassas, Rutherford County",48677.8,48677.8,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:37Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
14,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Bellevue, Davidson County",44988.14,44988.14,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:48Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
15,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Madison, Davidson County",54876.26,54876.26,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:40Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
16,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Gallatin, Sumner County",61237.69,61237.69,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:40Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
17,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Watertown, Wilson County",50392.55,50392.55,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:38Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
18,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Norene, Wilson County",61138.26,61138.26,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:42Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
19,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Walnut Grove, Sumner County",49777.39,49777.39,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:41Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
20,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Bon Aqua, Hickman County",48967.45,48967.45,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:42Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
21,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Woodbine, Davidson County",56861.77,56861.77,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:39Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
22,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Thompsons Station, Williamson County",62600.29,62600.29,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:41Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
23,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Spring Hill, Maury County",59077.23,59077.23,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:39Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
24,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Eagleville, Rutherford County",49656.68,49656.68,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:43Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
25,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Chapmansboro, Cheatham County",55631.78,55631.78,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:38Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
26,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Greenbrier, Robertson County",60164.8,60164.8,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:38Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
27,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Joelton, Davidson County",48977.26,48977.26,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:41Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
28,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Fairview, Williamson County",49721.98,49721.98,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:44Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
29,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Lakewood, Davidson County",50313.98,50313.98,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:41Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
30,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Ashland City, Cheatham County",49752.9,49752.9,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:41Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
31,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Hilldale, Montgomery County",43214.86,43214.86,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:43Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
32,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Kingston Springs, Cheatham County",47653.45,47653.45,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:46Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
33,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Orlinda, Robertson County",51812.25,51812.25,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:41Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
34,"data scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Chapel Hill, Marshall County",49197.84,49197.84,"Now Brewing – Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Data Scientist, you’ll support business decisions by partnering on a cross-functional team to understand complex data relationships and build core data science mode…",2026-08-28T22:50:43Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
35,"Senior/Lead Data Scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Berry Hill, Davidson County",76041.66,76041.66,"Now Brewing – Senior/Lead Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but that also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Senior Data Scientist, you’ll help guide business decisions by building and applying statistical and machine learning approaches to solve high-impa…",2026-08-29T10:28:05Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
36,"Senior/Lead Data Scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Norene, Wilson County",84424.72,84424.72,"Now Brewing – Senior/Lead Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but that also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Senior Data Scientist, you’ll help guide business decisions by building and applying statistical and machine learning approaches to solve high-impa…",2026-08-28T22:50:38Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
37,"Senior/Lead Data Scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Chapel Hill, Marshall County",67936.29,67936.29,"Now Brewing – Senior/Lead Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but that also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Senior Data Scientist, you’ll help guide business decisions by building and applying statistical and machine learning approaches to solve high-impa…",2026-08-28T22:50:38Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
38,"Senior/Lead Data Scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Coopertown, Robertson County",79564.08,79564.08,"Now Brewing – Senior/Lead Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but that also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Senior Data Scientist, you’ll help guide business decisions by building and applying statistical and machine learning approaches to solve high-impa…",2026-08-28T22:50:38Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
39,"Senior/Lead Data Scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Belle Meade, Davidson County",98153.65,98153.65,"Now Brewing – Senior/Lead Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but that also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Senior Data Scientist, you’ll help guide business decisions by building and applying statistical and machine learning approaches to solve high-impa…",2026-08-29T10:27:56Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
40,"Senior/Lead Data Scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Rockvale, Rutherford County",70818.69,70818.69,"Now Brewing – Senior/Lead Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but that also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Senior Data Scientist, you’ll help guide business decisions by building and applying statistical and machine learning approaches to solve high-impa…",2026-08-29T04:28:08Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
41,"Senior/Lead Data Scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Hendersonville, Sumner County",80559.78,80559.78,"Now Brewing – Senior/Lead Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but that also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Senior Data Scientist, you’ll help guide business decisions by building and applying statistical and machine learning approaches to solve high-impa…",2026-08-29T04:28:11Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
42,"Senior/Lead Data Scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Pegram, Cheatham County",67302.71,67302.71,"Now Brewing – Senior/Lead Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but that also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Senior Data Scientist, you’ll help guide business decisions by building and applying statistical and machine learning approaches to solve high-impa…",2026-08-28T22:50:37Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
43,"Senior/Lead Data Scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Bellevue, Davidson County",62123.26,62123.26,"Now Brewing – Senior/Lead Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but that also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Senior Data Scientist, you’ll help guide business decisions by building and applying statistical and machine learning approaches to solve high-impa…",2026-08-28T22:50:40Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
44,"Senior/Lead Data Scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"White Bluff, Dickson County",74586.38,74586.38,"Now Brewing – Senior/Lead Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but that also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Senior Data Scientist, you’ll help guide business decisions by building and applying statistical and machine learning approaches to solve high-impa…",2026-08-28T22:50:38Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
45,"Senior/Lead Data Scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Ashland City, Cheatham County",68702.89,68702.89,"Now Brewing – Senior/Lead Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but that also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Senior Data Scientist, you’ll help guide business decisions by building and applying statistical and machine learning approaches to solve high-impa…",2026-08-28T22:50:43Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
46,"Senior/Lead Data Scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Spring Hill, Maury County",81578.53,81578.53,"Now Brewing – Senior/Lead Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but that also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Senior Data Scientist, you’ll help guide business decisions by building and applying statistical and machine learning approaches to solve high-impa…",2026-08-28T22:50:43Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
47,"Senior/Lead Data Scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Eagleville, Rutherford County",68569.88,68569.88,"Now Brewing – Senior/Lead Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but that also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Senior Data Scientist, you’ll help guide business decisions by building and applying statistical and machine learning approaches to solve high-impa…",2026-08-28T22:50:43Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
48,"Senior/Lead Data Scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Lebanon, Wilson County",66951.0,66951.0,"Now Brewing – Senior/Lead Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but that also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Senior Data Scientist, you’ll help guide business decisions by building and applying statistical and machine learning approaches to solve high-impa…",2026-08-28T22:50:37Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
49,"Senior/Lead Data Scientist, Data & Analytics (Nashville, TN)",Starbucks,US,"Hilldale, Montgomery County",59674.57,59674.57,"Now Brewing – Senior/Lead Data Scientist! tobeapartner From the beginning, Starbucks set out to be a different kind of company. One that not only celebrated coffee and rich tradition, but that also brought a feeling of connection. We are known for developing extraordinary leaders who share this passion and are guided by their service to others. As a Senior Data Scientist, you’ll help guide business decisions by building and applying statistical and machine learning approaches to solve high-impa…",2026-08-28T22:50:43Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
