,job_name,company,country,location,min_salary,max_salary,description,posted_date,work_type,tags,educational_requirement,years_of_experience,required_tools,score,matched,source
0,Senior Data Scientist (m/f/x),Makersite GmbH,Remote,Remote job,0,0,"[NEWLINE]Data Scientist (m/f/x) [NEWLINE][NEWLINE]Location: EU[NEWLINE][NEWLINE](Remote) [NEWLINE][NEWLINE] [NEWLINE][H]Who You’ll Work For :  [H][NEWLINE] [NEWLINE][NEWLINE]At Makersite, we're pioneering the future of sustainable product development and digital collaboration. As a leading platform for product lifecycle management (PLM), we empower companies to make smarter, more sustainable decisions across their entire supply chain. Our cutting-edge software enables teams to design, prototype, and manufacture with transparency, efficiency, and responsibility—reducing environmental impact while optimizing performance. [NEWLINE][NEWLINE]We're a fast-growing, innovative company that thrives on creativity, collaboration, and continuous learning. If you're passionate about technology, sustainability, and creating meaningful impact, we’d love to hear from you. Join us and be a part of shaping the future of manufacturing and product innovation. [NEWLINE][NEWLINE] [NEWLINE][H]Who we're looking for:  [H][NEWLINE] [NEWLINE][NEWLINE]As part of our growing team, you will play a key role in shaping the future of sustainable product development. We’re looking for innovative, driven Data Scientists who are passionate about technology and sustainability to join us in building tools that enable companies to make smarter, more responsible decisions. In this role, you’ll have the opportunity to collaborate with talented professionals, contribute to cutting-edge projects, and help drive the digital transformation of industries worldwide. Ifyou're ready to make an impact and contribute to meaningful change, we want to hear from you! [NEWLINE][NEWLINE]This role is a fixed, permanent position. All successful applicants will receive a permanent employment contract regardless of location.  [NEWLINE][NEWLINE] [NEWLINE][H]The role:   [H][NEWLINE]Develop and Deploy Production-Grade AI Systems  [NEWLINE][LIST][BULLET][NEWLINE]Build, deploy, and maintain scalable APIs that serve AI/ML models in production environments [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Own end-to-end delivery of AI solutions, from prototyping to fully productionized systems [NEWLINE][BULLET][LIST][NEWLINE]Design Advanced AI Architectures  [NEWLINE][LIST][BULLET][NEWLINE]Design and implement Retrieval-Augmented Generation (RAG) systems using vector databases [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Build and orchestrate AI agents using frameworks such as LangGraph, CrewAI, or similar [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Evaluate and select appropriate large language models (LLMs) and foundation models based on specific use cases [NEWLINE][BULLET][LIST][NEWLINE]Optimize Performance and Scalability  [NEWLINE][LIST][BULLET][NEWLINE]Continuously optimize model inference for latency, cost efficiency, and throughput at scale [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Identify bottlenecks and implement improvements to ensure high-performing systems [NEWLINE][BULLET][LIST][NEWLINE]Ensure Reliability and Observability  [NEWLINE][LIST][BULLET][NEWLINE]Implement robust monitoring, logging, and alerting for deployed models and services [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Ensure system reliability, uptime, and performance through best practices in production ML systems [NEWLINE][BULLET][LIST][NEWLINE]Establish Engineering Best Practices  [NEWLINE][LIST][BULLET][NEWLINE]Build and maintain CI/CD pipelines for seamless testing, deployment, and iteration of AI systems [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Contribute to evolving engineering standards as the company transitions from rapid experimentation to more structured, scalable operations [NEWLINE][BULLET][LIST][NEWLINE]Collaborate Cross-Functionally  [NEWLINE][LIST][BULLET][NEWLINE]Work closely with product and engineering teams to integrate AI capabilities into core products [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Translate business problems into technical solutions and clearly communicate trade-offs [NEWLINE][BULLET][LIST][NEWLINE]Drive Structure in a Fast-Paced Environment  [NEWLINE][LIST][BULLET][NEWLINE]Help bring stability and structure to AI development processes during a high-growth, scale-up phase [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Balance speed of execution with the need for maintainable, well-documented, and scalable systems [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Take ownership of ambiguous problems and drive them through to practical, production-ready outcomes [NEWLINE][BULLET][LIST][NEWLINE][NEWLINE] [NEWLINE] [NEWLINE]Core Experience  [NEWLINE][LIST][BULLET][NEWLINE]5+ years of experience in Python, with ~10 years of overall software engineering or data experience (candidates transitioning from backend engineering are welcome) [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Proven experience building and deploying production-grade APIs (preferably with FastAPI; REST/GraphQL experience is a plus) [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Hands-on experience working with large language models (LLMs) and LLMOps, including prompt engineering, fine-tuning, and evaluation (e.g., GPT, Claude) [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Strong experience fine-tuning open-source models (e.g., Hugging Face ecosystem) [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Practical experience designing and working with vector databases (e.g., Pinecone, Weaviate, Chroma, pgvector) [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Experience building AI agents using frameworks such as LangGraph, LangChain, CrewAI, or similar [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Solid understanding of model deployment and serving (e.g., vLLM, TGI, or managed endpoints) [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Experience with CI/CD pipelines and modern deployment practices (Docker, Kubernetes, GitHub Actions) [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Strong experience working with and processing large-scale text datasets [NEWLINE][BULLET][LIST][NEWLINE]Preferred Experience  [NEWLINE][LIST][BULLET][NEWLINE]Experience with MLOps platforms such as MLflow or Weights & Biases [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Familiarity with cloud AI ecosystems (e.g., AWS Bedrock, GCP Vertex AI, Azure OpenAI) [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Contributions to open-source AI/ML projects [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Experience in the sustainability or climate/product domain [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Background in B2B SaaS environments [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Prior experience in a startup or scale-up environment (approximately 100–300 employees) [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Residing in and legally permitted to work in the EU. [NEWLINE][BULLET][LIST][NEWLINE]Key Attributes  [NEWLINE][LIST][BULLET][NEWLINE]Builder mindset:  Comfortable owning systems end-to-end, from experimentation through to production [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Bias for action:  Operates effectively in a fast-paced, evolving environment with shifting priorities [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Systems thinker:  Designs solutions with scalability, reliability, and maintainability in mind [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Pragmatic decision-making:  Balances technical excellence with speed and business impact [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Ownership & accountability:  Takes responsibility for outcomes, not just outputs [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Clear communicator:  Able to articulate complex technical concepts to both technical and non-technical stakeholders [NEWLINE][BULLET][LIST][NEWLINE] [NEWLINE][H]What We Offer:  [H][NEWLINE] [NEWLINE][LIST][BULLET][NEWLINE]Competitive Salary  – We reward your skills and experience with a compensation package that reflects your value. [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]30 Days Paid Time Off  – Take the time you need to recharge and maintain a healthy work-life balance. [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Remote-First Flexibility  – Work from anywhere in the EU, with the option to collaborate in person at our offices in Stuttgart, Berlin (role dependent). [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Generous Learning & Development Budget  – We invest in your growth, providing ample resources for personal and professional development. [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Choose Your Ideal Work Equipment  – Whether you prefer Apple or Microsoft, we’ll equip you with the tools you need to excel. [NEWLINE][BULLET][LIST][NEWLINE] [NEWLINE][NEWLINE] [NEWLINE][H]The Experience:  [H][NEWLINE] [NEWLINE][LIST][BULLET][NEWLINE]Purpose-Driven Work  – Build something meaningful. Here, you’re not just creating another app; you’re contributing to a transformative vision that you can be proud of. [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Great Colleagues  – Join a team that’s open, transparent, and international. We value inclusivity and foster a culture of collaboration and mutual respect. [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Work-Life Balance  – As a remote-first company, we trust you to do your best work, your way. You have the flexibility to work when it suits you, ensuring a healthy balance between personal and professional life. [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Pride in Impact  – We're already making a significant difference with global, well-known customers who share our vision. Be part of something that matters. [NEWLINE][BULLET][LIST][LIST][BULLET][NEWLINE]Stability with Ambition  – With realistic growth plans, we’re committed to changing the way things are made—without sacrificing our ambitious goals for innovation and impact. [NEWLINE][BULLET][LIST][NEWLINE]If you want to find out more about what it’s like to work at Makersite, check out our  Careers Page   here  [NEWLINE][NEWLINE]  [NEWLINE][H]Diversity and Inclusion  [H][NEWLINE][NEWLINE][NEWLINE]If you have a medical condition or an individual need for an adjustment to our process, and you believe this may affect your ability to be at your best – please let us know so we can talk about how we can best support you and make any adjustments that may be needed.  [NEWLINE][NEWLINE] [NEWLINE][NEWLINE]At Makersite, we are dedicated to fostering an environment that champions diversity, equity, inclusion, and belonging. We believe that diverse teams drive innovation and success, and we are proud to be an equal opportunity employer. We welcome applicants from all backgrounds and will consider all applications regardless of age, disability, gender identity, marital status, pregnancy or maternity, race, nationality, religion, sex, sexual orientation, or any other status protected by applicable law. Rest assured, all applications will be handled with the utmost confidentiality. [NEWLINE][NEWLINE][NEWLINE][NEWLINE]Find more English Speaking Jobs in Germany on Arbeitnow",1788618632,remote,Engineering; Remote,"(""Bachelor's"",)",to-do,to-do,9,"(('description', ('data scientist',)), ('job_title', ('data scientist',)), ('slug', ('data scientist',)))",arbeit
1,Data Engineer Junior - Schwerpunkt Datenpipelines (m/w/d),Aktion Mensch e.V.,Germany,Bonn,0,0,"[NEWLINE]WIR suchen dich![NEWLINE]Statt nur Code zu schreiben, möchtest du sehen, wie deine Arbeit wirkt? Gemeinsam mit fünf Analytics- und Data-Expert*innen entwickelst du in Bonn moderne Datenlösungen für ein ganzheitliches 360°-Kundenprofil und ermöglichst damit datengetriebene Entscheidungen, die zu mehr Inklusion und gesellschaftlicher Teilhabe beitragen.[NEWLINE][NEWLINE]Tu, was du liebst[NEWLINE][LIST][BULLET]Du arbeitest an modernen Datenprodukten, die Reporting, Analysen und datengetriebene Entscheidungen in der Aktion Mensch unterstützen.[BULLET]Du unterstützt bei der Bereitstellung kuratierter Daten für Analysen, Reporting und weitere datengetriebene Anwendungsfälle.[BULLET]Du entwickelst und pflegst Datenpipelines sowie Datenverarbeitungsprozesse zur Bereitstellung hochwertiger Daten.[BULLET]Du wirkst bei der Durchführung von Datenqualitätsprüfungen sowie bei der Analyse und Behebung von Datenfehlern mit.[BULLET]Du dokumentierst Datenflüsse, Schnittstellen und technische Zusammenhänge nachvollziehbar und verständlich.[BULLET]Du arbeitest eng mit Analyst*innen, Data Scientists, Architektur-, Entwicklungs- und Fachbereichsteams zusammen.[BULLET]Du unterstützt bei der Umsetzung von Standards für Datenqualität, Governance und Wiederverwendbarkeit von Daten.[BULLET][LIST][NEWLINE][NEWLINE]Zeig, was du kannst[NEWLINE][LIST][BULLET]Du hast erste praktische Erfahrungen im Bereich Data Engineering gesammelt, beispielsweise durch Berufserfahrung, Studium, Werkstudententätigkeiten oder eigene Projekte.[BULLET]Du verfügst über gute SQL-Kenntnisse und erste Erfahrungen mit Python für die Verarbeitung und Analyse von Daten.[BULLET]Du interessierst dich für Datenmodellierung und moderne Datenplattformen und hast idealerweise bereits erste praktische Berührungspunkte gesammelt.[BULLET]Du hast erste Erfahrungen mit Datenpipelines, ETL-/ELT-Prozessen oder vergleichbaren Datenintegrationsaufgaben.[BULLET]Wünschenswert sind erste Kenntnisse in Microsoft Fabric, Azure Data Services oder vergleichbaren Cloud- und Datenplattformen.[BULLET]Erfahrungen mit Git oder anderen Versionsverwaltungssystemen sind von Vorteil.[BULLET]Du arbeitest strukturiert, sorgfältig und lösungsorientiert.[BULLET]Du hast Freude daran, technische Fragestellungen zu analysieren und gemeinsam im Team Lösungen zu entwickeln.[BULLET]Eine verständliche Dokumentation deiner Arbeitsergebnisse ist für dich selbstverständlich.[BULLET]Du arbeitest gerne mit unterschiedlichen Fachbereichen und technischen Teams zusammen und kommunizierst offen und verbindlich.[BULLET]Du hast Interesse daran, dich kontinuierlich in den Bereichen Data Engineering, Analytics und moderne Datenplattformen weiterzuentwickeln.[BULLET]Erfolgreich abgeschlossenes Studium in den Bereichen Informatik, Data Science, Statistik, Wirtschaftsinformatik oder einer vergleichbaren Fachrichtung.[BULLET][LIST][NEWLINE][NEWLINE]Unser Erfolgsrezept: Das WIR gewinnt[NEWLINE][LIST][BULLET]Ein Job, in dem man mit viel Spaß, Gestaltungsmöglichkeit und freier Zeiteinteilung Gutes tun kann.[BULLET]Persönliche und fachliche Weiterentwicklung durch individuelle Fortbildungen, Coaching, Leadership-Programme, Masterplan und Entwicklungspläne sind selbstverständlich.[BULLET]Gleitzeit und mobiles Arbeiten unterstützen dich dabei, Beruf und Privatleben zu vereinbaren.[BULLET]Wertschätzende Atmosphäre, klare Führung und die Möglichkeit, aus Fehlern zu lernen, sind Teil unserer Kultur, sowie ein nachhaltiges Arbeitsumfeld.[BULLET]Wir bieten individuelle Hilfsmittel, Leitsysteme und technische Hilfen, um barrierefreies Arbeiten zu ermöglichen. Wenn du eine Assistenz oder einen Assistenzhund hast – auch die sind bei uns herzlich willkommen.[BULLET]Bei uns gibt es ein umfangreiches Paket an Sozialleistungen: Kindergeld, Erfolgsbeteiligung, kostenfreies Deutschlandticket, 29 Urlaubstage (plus: Rosenmontag, Heiligabend, Silvester) betriebl. Altersversorgung sowie Urban Sports Mitgliedschaft, kostenloser PKW- und Fahrradparkplatz in unserer Tiefgarage, kostenloser Fahrradverleih, Fahrgemeinschaften.[BULLET]Ein positives, offenes und nachhaltiges Arbeitsumfeld, in dem Teamgeist großgeschrieben wird und dazu eine ♥️-Arbeitsatmosphäre.[BULLET][LIST][NEWLINE][NEWLINE]Find Jobs in Germany on Arbeitnow",1788606588,unknown,bonn; homeoffice.; Barrierefreier Arbeitsplatz; Data Warehouse; ETL / ELT; Reporting & Analysen; Datenqualität,"(""Bachelor's"",)",to-do,to-do,10,"(('description', ('data scientist', 'data engineer')), ('job_title', ('data engineer',)), ('slug', ('data engineer',)))",arbeit
2,FullStack Engineer - Prospect UI Solutions,Constructor,Remote,Remote,0,0,"[H]About You[H][NEWLINE]You have a knack for solving intricate Software Development problems. You're driven by the idea of writing code that simplifies life for millions of users globally. You're committed to continuous learning and enjoy tackling new challenges. Pair programming, code reviews, and collaborative brainstorming with a team are activities you find fulfilling. You're eager to work alongside developers, prospective customers, account executives, product managers, data scientists, and data analysts. You're a disciplined professional who consistently delivers high-quality code that you take full ownership of, communicates technical solutions with clarity and empathy, and takes the initiative to streamline processes for your team and yourself.[NEWLINE][H]About Us[H][NEWLINE]Constructor is the next-generation platform for search and discovery in ecommerce, built on a unique GPT-based architecture made specifically for commerce. Constructor's AI-first solutions make it easier for shoppers to discover products they want to buy and for ecommerce teams to deliver highly personalized experiences, from search, to recommendations, to AI Shopping Agents and everything in between. Optimizing specifically for ecommerce metrics like revenue, conversion rate and profit, Constructor generates consistent $10M+ lifts for some of the biggest brands in ecommerce, such as Sephora, Petco, Under Armour, home24, Birkenstock and The Very Group. Constructor is a U.S. based company that has been in the market since 2019. It was founded by Eli Finkelshteyn and Dan McCormick who still lead the company today.[NEWLINE][NEWLINE]We’re a passionate team who love solving problems and want to make our customers’ and coworkers’ lives better. We value empathy, openness, curiosity, continuous improvement, and are excited by metrics that matter. We believe that empowering everyone in a company to do what they think is best can lead to great things.[NEWLINE][H]About the Position[H][NEWLINE]As a Software Engineer on the Prospect UI Solutions team, you will play a pivotal role in proving how Constructor will enhance the website discovery experiences for prospects. You’ll work closely with internal Engineering, Product and Sales stakeholders to seamlessly integrate prospective customer data with our services, supporting them to create an optimized and accurate product discovery demo.[NEWLINE][NEWLINE]In this role, you will:[NEWLINE][LIST][BULLET][NEWLINE]Fuel our proprietary AI models: Write JavaScript code to collect data essential for training our AI.[NEWLINE][BULLET][NEWLINE]Leverage Modern Tooling: Utilize AI as a tool to accelerate your fundamental capabilities and knowledge on how to solve problems with software; building solutions that you are proud to call your own[NEWLINE][BULLET][NEWLINE]Seal the deal: Collaborate with Data Analysts and Account Executives to secure deals with prominent e-commerce brands.[NEWLINE][BULLET][NEWLINE]Leverage your tech knowledge: Assist prospects in integrating their data and user interfaces with our services, focusing on ETL and front-end integrations.[NEWLINE][BULLET][NEWLINE]Deliver excellence: Validate the data provided by prospects and ensure the quality of the results returned by our services.[NEWLINE][BULLET][NEWLINE]Empower a sales force: Contribute to the development and scaling of demo infrastructure to enhance the demo capabilities of the Sales team.[NEWLINE][BULLET][NEWLINE]Be a part of the answer: Assist Account Executives by addressing technical inquiries from prospects about our services.[NEWLINE][BULLET][NEWLINE]Elevate the team: Provide support to your teammates through thoughtful code reviews and empathetic problem solving sessions.[NEWLINE][BULLET][NEWLINE]Visualize brilliance: Develop dashboards and alerts using React, Redux, Node, Clickhouse and OpenSearch.[NEWLINE][BULLET][NEWLINE]Innovate with purpose: Implement and test new features for our open-source JavaScript UI libraries and REST clients.[NEWLINE][BULLET][NEWLINE]Collaborative contribution: Steer cross-team efforts to ensure our prospect's needs are at the forefront of our priorities, making you a key player in our strategic success.[NEWLINE][BULLET][NEWLINE]Champion team culture: Actively foster our team’s sense of community by expanding our roster of Friday team-building games and promoting a culture of empathy, personal growth, and support for others.[NEWLINE][BULLET][LIST][NEWLINE]This role is ideal for  any  Software Engineer passionate about search technology, customer-focused solutions, and collaborative development.[NEWLINE][H]Requirements[H][LIST][BULLET][NEWLINE]A minimum of four years of professional experience or relevant academic experience[NEWLINE][BULLET][NEWLINE]Excellent communication and interpersonal skills[NEWLINE][BULLET][NEWLINE]English on C1 level (CEFR) or higher[NEWLINE][BULLET][NEWLINE]Being able to attend regular meetings with teammates between 1400 and 1800 UTC, with working hours ideally starting some time in the range of 0900 and 1200 UTC.[NEWLINE][BULLET][NEWLINE]Strong foundation and experience with server-side and client-side programming languages[NEWLINE][BULLET][NEWLINE]Enjoys interacting with customers and solving new problems daily[NEWLINE][BULLET][NEWLINE]Able to pick up new technologies and design patterns quickly and loves learning them[NEWLINE][BULLET][NEWLINE]Experience with building User Interfaces utilizing front-end frameworks like (but not limited to) React, Vue or Angular[NEWLINE][BULLET][NEWLINE]Proven track record of building UIs with heavy consideration for friendly user experience[NEWLINE][BULLET][NEWLINE]Experience with automated tests like (but not limited to) Cypress, Jest, or React Testing Library[NEWLINE][BULLET][NEWLINE]Experience in JavaScript will be a strong asset for this role, but candidates with a proven Software Development background that demonstrate a willingness to quickly learn the language will also be considered[NEWLINE][BULLET][NEWLINE]Nice to have - TypeScript, Next.js, Tailwind, Storybook, Python and web scraping experience[NEWLINE][BULLET][LIST][H]Benefits[H][LIST][BULLET][NEWLINE]🏝️ Unlimited vacation time - we strongly encourage all of our employees take at least 3 weeks per year[NEWLINE][BULLET][NEWLINE]🌎 Fully remote team - choose where you live[NEWLINE][BULLET][NEWLINE]🛋️ Work from home stipend! We want you to have the resources you need to set up your home office[NEWLINE][BULLET][NEWLINE]💻 Apple laptops provided for new employees[NEWLINE][BULLET][NEWLINE]🧑‍🎓 Training and development budget for every employee, refreshed each year[NEWLINE][BULLET][NEWLINE]👪 Maternity & Paternity leave for qualified employees[NEWLINE][BULLET][NEWLINE]🧠 Work with smart people who will help you grow and make a meaningful impact[NEWLINE][BULLET][NEWLINE]💵 This position has a base salary range between $80k and $120k USD. The offer varies on many factors including job related knowledge, skills, experience, and interview results.[NEWLINE][BULLET][NEWLINE]🎉 Regular team offsites to connect and collaborate[NEWLINE][BULLET][LIST][H]Diversity, Equity, and Inclusion at Constructor[H][NEWLINE]At Constructor.io we are committed to cultivating a work environment that is diverse, equitable, and inclusive. As an equal opportunity employer, we welcome individuals of all backgrounds and provide equal opportunities to all applicants regardless of their education, diversity of opinion, race, color, religion, gender, gender expression, sexual orientation, national origin, genetics, disability, age, veteran status or affiliation in any other protected group.[NEWLINE][NEWLINE]Studies have shown that women and people of color may be less likely to apply for jobs unless they meet every one of the qualifications listed. Our primary interest is in finding the best candidate for the job. We encourage you to apply even if you don’t meet all of our listed qualifications.[NEWLINE][NEWLINE][NEWLINE][NEWLINE]Find more English Speaking Jobs in Germany on Arbeitnow",1788586808,remote,Engineering,"(""Bachelor's"",)",to-do,to-do,2,"(('description', ('data scientist', 'data analyst')),)",arbeit
3,Senior Data Engineer,Liqid Lig,Germany,Berlin,0,0,"[H]Your Role[H][NEWLINE]We are looking for a Senior Data Engineer (f/m/d) at LIQID, who will play a pivotal role in building and scaling data infrastructure that powers decision-making. [NEWLINE][NEWLINE]You will design scalable, high-performance data pipelines, ensure data integrity, and drive efficient data processing across the organization. Working closely with our Head of Data, Analytics Engineers, and cross-functional teams, you will develop robust data architectures, enhance data security, and implement best practices that empower data-driven decision-making at scale.[NEWLINE][NEWLINE]This is not a role where you preserve what already exists. It is a role where you build what comes next. As LIQID scales beyond €4 billion in assets under management, the demands on our data infrastructure are growing fast. You will have real ownership over how we meet that challenge, with the autonomy to propose solutions and the backing to ship them.[NEWLINE][NEWLINE] [NEWLINE][H]What will keep you challenged?[H][LIST][BULLET][NEWLINE]Design, build, and optimize scalable data pipelines and storage solutions that ensure efficient, secure, and reliable data processing from source systems to our data warehouse[NEWLINE][BULLET][NEWLINE]Develop and manage ETL/ELT workflows to integrate data from multiple sources, ensuring seamless ingestion, transformation, and availability[NEWLINE][BULLET][NEWLINE]Implement and enforce data quality, validation, and monitoring processes to guarantee accuracy and integrity for analytics and operational use cases[NEWLINE][BULLET][NEWLINE]Ensure data security and compliance by applying best practices and industry standards for handling sensitive information[NEWLINE][BULLET][NEWLINE]Collaborate with analysts, product managers, and engineers to understand data needs and deliver solutions that unlock new insights[NEWLINE][BULLET][NEWLINE]Continuously evaluate and integrate new technologies to improve scalability, performance, and future-proof LIQID’s data infrastructure[NEWLINE][BULLET][LIST][H][NEWLINE]What you bring[H][LIST][BULLET][NEWLINE]Over 5 years of professional experience in data engineering, data architecture, or a similar data related role[NEWLINE][BULLET][NEWLINE]Bachelor’s or Master’s degree in Computer Science, Data Engineering, Information Systems, or a related field[NEWLINE][BULLET][NEWLINE]Strong proficiency in SQL, Python and ETL/ELT frameworks, with experience in data modelling, warehousing, and database management (e.g., BigQuery, Snowflake, PostgreSQL)[NEWLINE][BULLET][NEWLINE]Experience with cloud data platforms (e.g., AWS, Google Cloud) and modern data pipeline tools (e.g., Airflow, dbt)[NEWLINE][BULLET][NEWLINE]Solid understanding of data modelling principles to meet data governance, security, and compliance best practices and ensure safe and scalable data operations[NEWLINE][BULLET][NEWLINE]FinTech experience is a plus, but a strong interest in financial services and data-driven decision-making is essential[NEWLINE][BULLET][NEWLINE]Experience using AI coding tools (Copilot, Cursor, Claude) to speed up development and integrating them into standard workflows (code review, CI/CD), with the judgment to verify output, not just ship it.[NEWLINE][BULLET][NEWLINE]Experience with data quality testing frameworks or rules-as-code approaches (e.g. dbt tests, Great Expectations) to catch issues before they hit production.[NEWLINE][BULLET][NEWLINE]Experience with streaming/near-real-time pipelines (Kafka, Kinesis, or similar) is a plus.[NEWLINE][BULLET][NEWLINE]Fluent in English, both written and spoken; German is a plus[NEWLINE][BULLET][LIST][H][NEWLINE]What we offer[H][LIST][BULLET][NEWLINE]Diversity: Flat hierarchies and cultural openness make you an integral part of our diverse team of international talents from day one.[NEWLINE][BULLET][NEWLINE]Flexibility: We don’t complicate your life. You’ll find the right balance with flexible work models, working hours, and remote work options. 28 days of vacation and two additional days off on December 24 and 31 ensure you have ample time to unwind.[NEWLINE][BULLET][NEWLINE]Appreciation: You’ll help shape the future of digital wealth management with us in an innovative, multi-award-winning company on a growth trajectory, with high market relevance and plenty of space for your ideas.[NEWLINE][BULLET][NEWLINE]Development: We support your personal and professional growth with an annual development budget of €1,500. Additionally, at the start of your tenure at LIQID, you’ll receive high-quality equipment, including a MacBook, headphones, and a display.[NEWLINE][BULLET][NEWLINE]Smart Money: As a LIQIDian, you'll enjoy attractive terms for our investment strategies, a monthly lunch allowance, and exclusive discounts with various providers.[NEWLINE][BULLET][NEWLINE]Well-being: Regional organic products keep you fit in the office, and our health initiatives or Health Assistance Program go far beyond that.[NEWLINE][BULLET][LIST][H][NEWLINE]What happens next[H][NEWLINE]An excellent candidate, experience and transparency are our top priorities in the interview process. The different stages help us understand how a potential collaboration could look.[NEWLINE][LIST][BULLET][NEWLINE]Initial Call with our Talent Partner: A casual introduction and discussion to align your expectations with the role.[NEWLINE][BULLET][NEWLINE]Video Interview with Head of Data: You will learn more about the performance expectations and specific role requirements from our leadership team.[NEWLINE][BULLET][NEWLINE]Technical Assessment with two Senior Team Members: A technical exchange to discuss your experience and expertise in relation to the role.[NEWLINE][BULLET][NEWLINE]In-Person Meeting: You will meet some team members onsite, tour our office and sit down with our CTO.[NEWLINE][BULLET][LIST][H][NEWLINE]About us[H][NEWLINE]We are LIQID, one of the fastest-growing fintechs in Europe. Our purpose is to provide creators, entrepreneurs, and thinkers shaping our future with access to the same opportunities as the world’s most successful investors while balancing the demands of people, planet, and profit.[NEWLINE][NEWLINE]We offer our clients financial peace of mind through exceptional, curated investment solutions – ranging from the world’s best private equity and venture funds to award-winning wealth management solutions. All delivered via an intuitive digital experience with outstanding personal support. With over €3.5 billion in assets, we are backed by leading investors from the digital, private equity, and wealth management space, including LGT, Toscafund, HQ Trust, and Project A.[NEWLINE][NEWLINE] [NEWLINE][NEWLINE]LIQID is an equal opportunity employer. All qualified applicants will be considered for employment without regard to race, age, religion, gender, ethnicity, national origin, disability, or any other characteristic protected by equal opportunity laws.[NEWLINE][NEWLINE]Find Jobs in Germany on Arbeitnow",1788586804,remote,Technology,"(""Bachelor's"",)",to-do,to-do,9,"(('description', ('data engineer',)), ('job_title', ('data engineer',)), ('slug', ('data engineer',)))",arbeit
